text,clean_text,lang,sentiment
How To Make Trump's Greenland Plan acceptable to most of the 56 000 Greenlanders. https://t.co/yR8EKrzJRo,make trump greenland plan acceptable greenlanders,en,positive
@UrbanChimney_ @MumbaichaDon Based on recent reports the EU is indeed developing contingency plans for sanctions on US firms like tech giants (Google X Microsoft) and banks if Trump doesn't retract Greenland threats. Sources like The Telegraph detail restrictions on operations and even base expulsions as,based recent reports eu indeed developing contingency plans sanctions us firms like tech giants google x microsoft banks trump retract greenland threats sources like telegraph detail restrictions operations even base expulsions,en,positive
@_MAGA_NEWS_ ROFLMAO! I wish the Europeans had shown such resolve in the face of Russia's invasion of Ukraine eh? Or maybe they know that they can poseur against Trump and talk tough to deflect from their failures without consequence because there was never going to be US invading Greenland,roflmao wish europeans shown resolve face russia invasion ukraine eh maybe know poseur trump talk tough deflect failures without consequence never going us invading greenland,en,positive
@JimFergusonUK Hi Jim. You can be sure that the CIA is in Alberta stirring the pot. This is how Trump is going to take Canada shortly after Greenland. Make my words. Things are about to get real here. Rick,hi jim sure cia alberta stirring pot trump going take canada shortly greenland make words things get real rick,en,positive
@glenn_tunes Lin you are feeling and saying all the same things that Americans are saying and feeling.Don t let people tell you to shutup! We all have to stand up and speak out! The majority of Americans do not want to take over Greenland! We don t wanna occupy Venezuela! Trump is a madman,lin feeling saying things americans saying feeling let people tell shutup stand speak majority americans want take greenland wanna occupy venezuela trump madman,en,positive
@leroybrwn2 @scooter858 @gator_gum Answer the question. Is it ok for trump/ u.s. to.unilaterally take iver a country like greenland? Yes or no?,answer question ok trump u unilaterally take iver country like greenland yes,en,positive
@TheFl0orIsLaVa @debbieford14 But they moved ships to Greenland. Trump say bad.,moved ships greenland trump say bad,en,negative
 Fateful moment for Denmark amid Trump threats to take over Greenland https://t.co/GFMd3vTahf,fateful moment denmark amid trump threats take greenland,en,negative
@PerGDahlbom @SavchenkoReview You just don't understand how Trump works how he makes deals and how he thrives in the chaos that he creates. Sooner or later NATO countries will need something bigger than Greenland from the US and then the deal will be made.,understand trump works makes deals thrives chaos creates sooner later nato countries need something bigger greenland us deal made,en,negative
So Art of the Deal Trump can't get a deal with Canada Mexico nor China. His three top partners. He has to steal oil from Venezuela and is threatening to take Greenland by force. He's terrible at deals. He's a terrible person. No wonder Carney won't be rooked into a shady,art deal trump get deal canada mexico china three top partners steal oil venezuela threatening take greenland force terrible deals terrible person wonder carney rooked shady,en,negative
Baroness Akeela supports Emperor Marco Rubio and confirms his support for BMN. ALLAHOO AKBAR Greenland Trump Denmark https://t.co/FNe2U1MfIe,baroness akeela supports emperor marco rubio confirms support bmn allahoo akbar greenland trump denmark,en,positive
@vtchakarova Whatever threats are there Greenland is covered by the NATO-Treaty and the USA have already a base. And if I understand correctly they can have more bases if they so require. It is the Trump-Government creating confusion and a provoking a break-up of NATO.,whatever threats greenland covered nato treaty usa already base understand correctly bases require trump government creating confusion provoking break nato,en,negative
@LatestNewsFromX @nig_newsmedia @RealGrokMan Trump's interest in acquiring Greenland via purchase dates back to 2019 and is revived in recent reports from Reuters BBC and NYT (Jan 2026) citing strategic and resource reasons. While Denmark and Greenland reject any sale advisers reportedly prioritize negotiation over,trump interest acquiring greenland via purchase dates back revived recent reports reuters bbc nyt jan citing strategic resource reasons denmark greenland reject sale advisers reportedly prioritize negotiation,en,positive
@MapsAfrican What s funny is that trump needs « small » greenland but none wants algeria,funny trump needs small greenland none wants algeria,en,positive
@ryan_fandel @ScarlettMerlot @JtShaggy @theliamnissan Did trump ask his generals to draft these plans for china and Russia? Is Greenland our enemy? Did the generals offer strong resistance against the plans for China and Russia?,trump ask generals draft plans china russia greenland enemy generals offer strong resistance plans china russia,en,negative
@BBCPolitics She and if she represents all Tories have put business and trade deals above sovereignty and national security. Trump and his minions will take whatever they want. His lunacy is a credible threat to Greenland and us here in Canada. Shame on you @KemiBadenoch,represents tories put business trade deals sovereignty national security trump minions take whatever want lunacy credible threat greenland us canada shame,en,negative
@MarioNawfal I think Putin will benefits more if Trump finally go against Greenland,think putin benefits trump finally go greenland,en,positive
@MarioBojic the US already has a military presence in greenland. the eu and un may attempt a show but it would be laughed off. if they actually deployed to interfere with us operations Trump should cut off the eu un nato and the uk if necessary,us already military presence greenland eu un may attempt show would laughed actually deployed interfere us operations trump cut eu un nato uk necessary,en,positive
@IndiaTales7 I was reading sometime last year that Donald Trump doesn't want NATO oh well he doesn't want Ukraine to join NATO. But now he looks as though he has changed his mind about NATO due to the fact that he wants to take Greenland in Denmark. It just goes to show how confused he is.,reading sometime last year donald trump want nato oh well want ukraine join nato looks though changed mind nato due fact wants take greenland denmark goes show confused,en,positive
@Linklevosstwins @WarMonitor3 🇩🇰 can't hold 🇬🇱's hand forever. If they want to help them prosper that's fine but allow them to negotiate fair terms themselves. Advise them on how to handle Trump help them understand potential negotiation tactics then allow Greenland to go from there.,hold hand forever want help prosper fine allow negotiate fair terms advise handle trump help understand potential negotiation tactics allow greenland go,en,positive
@atrupar Neither Greenland or Denmark have ever said we're not welcome to increase our military presence there. It's for the Trump billionaire financiers. If they start digging I hope they awaken The Thing.,neither greenland denmark ever said welcome increase military presence trump billionaire financiers start digging hope awaken thing,en,positive
@MarioNawfal Just like that Trump trick lazy ass NATO to defend all but forgotten Greenland!,like trump trick lazy ass nato defend forgotten greenland,en,negative
The Bite of the News: Arctic Ambition's Chill ️ In the frosted expanse where ambition's frostbite nips at sovereignty's edge amid whispers of expansion echoing through geopolitical glaciers here's a radiant contour of Trump's alleged Greenland gambit stirring icy https://t.co/k7eSYuzFAb,bite news arctic ambition chill frosted expanse ambition frostbite nips sovereignty edge amid whispers expansion echoing geopolitical glaciers radiant contour trump alleged greenland gambit stirring icy,en,positive
@joe_reiben @StevenS87985 @DI313_ I bet you were screaming the same nonsense when Obama was droning 8 countries during his term right? Right? Hypocrite and no Trump is not going to use military force against Greenland. Just more fear mungering by the left and y all s inability to see the chess moves by Trump,bet screaming nonsense obama droning countries term right right hypocrite trump going use military force greenland fear mungering left inability see chess moves trump,en,negative
@ChrisYndo @LBC @lewis_goodall The male interviewer in the clip is Lewis Goodall a British journalist and presenter for LBC. He's questioning UK minister Heidi Alexander about Trump's comments on Greenland.,male interviewer clip lewis goodall british journalist presenter lbc questioning uk minister heidi alexander trump comments greenland,en,negative
Do you support or oppose President Trump obtaining Greenland 🇬🇱 for the United States? 🇺🇸,support oppose president trump obtaining greenland united states,en,positive
@the_irascible This has nothing to do with Greenland in general. Their global apple cart got tipped over and thrown off a cliff when we snatched Maduro. Clear message from Trump that their money laundromat is closed for business. Greenland might be part of their global dark money pipeline and,nothing greenland general global apple cart got tipped thrown cliff snatched maduro clear message trump money laundromat closed business greenland might part global dark money pipeline,en,positive
@JoJoFromJerz Yes it is. NATO alliances are now discussing cutting ties with the US over Greenland. They will protect it. Trump is leading us to a huge conflict / War.,yes nato alliances discussing cutting ties us greenland protect trump leading us huge conflict war,en,negative
Trump Asked Generals for Greenland Invasion Plans The Generals Said: It s Like Dealing With a Five-Year-Old https://t.co/ekg1q9RTMZ,trump asked generals greenland invasion plans generals said like dealing five year old,en,positive
@RT_com He is in no position to make that statement. If Trump gives orders regarding Greenland which is just rumors spread from unnamed sources it will be after consulting the best constitutional and military attorneys in the country. Congress thinks their constituents are stupid.,position make statement trump gives orders regarding greenland rumors spread unnamed sources consulting best constitutional military attorneys country congress thinks constituents stupid,en,positive
@leeamott1 @ThePrizeForce @DeepblueBoy65 @marshpw0102 @44tunafish @BobTaffy69 @Chrislike16 @lukeshepherdson @Martagnan72 I can't be arsed Lee. If Trump actually does anything then I might. Until then it is a non-issue as far as I'm concerned. I doubt Trump is mad enough to invade Greenland.,arsed lee trump actually anything might non issue far concerned doubt trump mad enough invade greenland,en,negative
Leaked Whitehouse memos say one of Donald Trump's goals in taking over Greenland is actually to make it an independent country with him as leader and name it after him. Trumpland.,leaked whitehouse memos say one donald trump goals taking greenland actually make independent country leader name trumpland,en,negative
@RpsAgainstTrump In the past I loved USA. My dream has always been that I would buy a house in Malibu. But then came Trump. As a Dane there is a high risk of being detained by ICE because Trump sees Denmark as an enemy due to Greenland. So no. I will never go to the USA again.,past loved usa dream always would buy house malibu came trump dane high risk detained ice trump sees denmark enemy due greenland never go usa,en,negative
Aboard Air Force One President Trump stated that CUBA looks like it is ready to fall - Where will USA project American power next? Will it be CUBA IRAN MEXICO COLOMBIA or GREENLAND? Trump is waiting for Cuba to collapse on its own,aboard air force one president trump stated cuba looks like ready fall usa project american power next cuba iran mexico colombia greenland trump waiting cuba collapse,en,positive
@Milajoy The chances of invasion are pretty much zero. Trump talks for years about EU not pulling their weight. They tell him to pound sand. So he threatens to bounce on Ukraine. Boom they all increase spending immediately. Trump wants Greenland militarized to track activity in the,chances invasion pretty much zero trump talks years eu pulling weight tell pound sand threatens bounce ukraine boom increase spending immediately trump wants greenland militarized track activity,en,positive
@vonderleyen Do not just monitor situation. Send military to help the people of Iran get rid of fanatic ruler(s) they do not want. do not expect always USA or Israel to spend their money to defend those in a need. This is the exact reason why Trump wants to take Greenland as he knows EU,monitor situation send military help people iran get rid fanatic ruler want expect always usa israel spend money defend need exact reason trump wants take greenland knows eu,en,positive
this is all BS. America has a military base and boots on the ground in Greenland and are welcome to increase due to a 1950's agreement yet Trump hasn't,bs america military base boots ground greenland welcome increase due agreement yet trump,en,positive
@BeAlterEgos @NATO @NATO_MARCOM They are only agreeing to defend Greenland against the made up threat from China/Russia. Isn't that what Trump wants?,agreeing defend greenland made threat china russia trump wants,en,negative
Trump's so fucking stupid! Greenland keeps telling Fuck Face Trump to FUCK OFF!,trump fucking stupid greenland keeps telling fuck face trump fuck,en,negative
@Milajoy How was it discovered Trump wants military leaders to planan invasion of Greenland? Military leaders are asked to plan operations for all sorts of possibilities. Perhaps Trump has anticipated Russian or Chinese incursions into Greenland. Shades of the Cuban Missile Crisis.,discovered trump wants military leaders planan invasion greenland military leaders asked plan operations sorts possibilities perhaps trump anticipated russian chinese incursions greenland shades cuban missile crisis,en,negative
Trump threatens Cuba: Negotiate BEFORE IT IS TOO LATE . After backing off Colombia and facing allied pushback over Greenland Havana has emerged as the hemispheric target du jour. https://t.co/U6dcRDcZGP,trump threatens cuba negotiate late backing colombia facing allied pushback greenland havana emerged hemispheric target du jour,en,negative
@BRICSinfo Trump grasps the true cost of hitting Iran: it could ignite a larger war bogging down his troops treasury and bargaining power while blocking grabs for prime targets like Cuba Greenland Mexico Venezuela Nigeria Denmark and others. This is strategic patience husbanding,trump grasps true cost hitting iran could ignite larger war bogging troops treasury bargaining power blocking grabs prime targets like cuba greenland mexico venezuela nigeria denmark others strategic patience husbanding,en,negative
 In all three cases (Greenland Venezuela and Ukraine) the weakness and divisions of European leaders and of the EU as an institution have been alarmingly exposed. Surely now finally Europe must accept it cannot trust or rely on this president. https://t.co/WR2HXif5GX,three cases greenland venezuela ukraine weakness divisions european leaders eu institution alarmingly exposed surely finally europe must accept cannot trust rely president,en,negative
The USGS does not include Venezuela on its list of countries with rare earth elements . The list includes China the US Brazil Greenland etc. Decades of rule by Chávez and Maduro in Venezuela created a gap in info about the extent of the country s resources. trump wars: https://t.co/L33Md89Lr8,usgs include venezuela list countries rare earth elements list includes china us brazil greenland etc decades rule ch vez maduro venezuela created gap info extent country resources trump wars,en,negative
@Rajprasong_News This cartoon sums up the Trump presidency - doing the right things in the wrong way. 1) inertia has turned our immigration policy into a mess and now half the country supports serial violations of 4th 5th 6th 7th and 8 Amendment rights. 2) people of Greenland should be able,cartoon sums trump presidency right things wrong way inertia turned immigration policy mess half country supports serial violations th th th th amendment rights people greenland able,en,negative
BREAKING: President Trump has asked U.S. special forces to draft invasion plans for Greenland but the idea is being resisted by senior military leaders who say it would be illegal and lack congressional support according to Daily Mail. #Greenland #Denmark #USA #Trump #iran https://t.co/pFPWeI2j6X,breaking president trump asked u special forces draft invasion plans greenland idea resisted senior military leaders say would illegal lack congressional support according daily mail,en,negative
What unites Greenland Venezuela and Ukraine? Trump's immoral lies and Europe's chronic weakness | Simon Tisdall. Greedy corrupt dictators trying to take them over. https://t.co/9gDjiQncKX,unites greenland venezuela ukraine trump immoral lies europe chronic weakness simon tisdall greedy corrupt dictators trying take,en,negative
@NOELreports Would make sense if Trump was looking at Greenland for purely security reasons like he is claiming. He wants Greenlands earth minerals and land.,would make sense trump looking greenland purely security reasons like claiming wants greenlands earth minerals land,en,positive
@andredimauro Senior Andre with all thy respect. Brazil is 6000 miles from Greenland. If you need to discuss you better take a look at the Ilha brasileira and the so called French Guiana . I think you might have some cheese there. PS: thank you for your advise to impeach trump in,senior andre thy respect brazil miles greenland need discuss better take look ilha brasileira called french guiana think might cheese ps thank advise impeach trump,en,positive
@clashreport Trump understands the steep costs of attacking Iran it could spiral into a wider war draining his military funds and global influence and sidelining pursuits of bigger targets like Cuba Greenland Mexico Venezuela Nigeria Denmark and beyond. His approach is deliberate:,trump understands steep costs attacking iran could spiral wider war draining military funds global influence sidelining pursuits bigger targets like cuba greenland mexico venezuela nigeria denmark beyond approach deliberate,en,negative
 We all know [Trump is not going to invade Greenland] Former US Ambassador Peter Mandelson says we are all going to have to wake up to the reality that the Arctic needs securing against China and Russia https://t.co/R8AiTSM3EI,know trump going invade greenland former us ambassador peter mandelson says going wake reality arctic needs securing china russia,en,positive
@MarioBojic Thank God Trump is getting there attention to protect Greenland like they should have been doing . I think these countries are so corrupt . He told them over and over to help secure Greenland . They want United States to do everything and now finally there doing there job,thank god trump getting attention protect greenland like think countries corrupt told help secure greenland want united states everything finally job,en,positive
Like everything Trump does he accepted a bribe and a promise from Vance's promoters that Vance would mimic every anti-American position that Trump takes including cats and dogs being stolen and eaten by immigrants invading Greenland undermining Ukraine to serve Putin and,like everything trump accepted bribe promise vance promoters vance would mimic every anti american position trump takes including cats dogs stolen eaten immigrants invading greenland undermining ukraine serve putin,en,negative
@DIanaKAtlanta @indyfor45th47th @TRUMP_ARMY_ If USA takes Greenland by force from a NATO ally it will be end of NATO This will make USA weakest country in generations. USA will lose trillions in income from Europe and tensions escalate into civil war. China becomes number one global power. Just like they have planned.,usa takes greenland force nato ally end nato make usa weakest country generations usa lose trillions income europe tensions escalate civil war china becomes number one global power like planned,en,negative
Nato silence on Donald Trump s Greenland threats rattles European allies via @FT https://t.co/aMNcv3SEJH,nato silence donald trump greenland threats rattles european allies via,en,negative
@Anjarkh60417279 @NewsWire_US Reports indicate Trump ordered plans for a potential Greenland invasion but no action has been taken due to resistance from military leaders citing legal issues and lack of congressional support. International opposition from Denmark and NATO allies also plays a role with,reports indicate trump ordered plans potential greenland invasion action taken due resistance military leaders citing legal issues lack congressional support international opposition denmark nato allies also plays role,en,positive
Greenland is a distraction. Ramping up ICE is a distraction. Trump isn t just In the Epstein Files he IS the Epstein Files.,greenland distraction ramping ice distraction trump epstein files epstein files,en,negative
Trump s Greenland threats echo dark moments of cold war alliances everything Trump threats darkness https://t.co/9kdPez93vi,trump greenland threats echo dark moments cold war alliances everything trump threats darkness,en,negative
@NikkibytheSeas @MarioBojic Based on recent reports from BBC NYT Al Jazeera and The Guardian there's no confirmation of EU France Denmark or UK deploying troops to Greenland to stop a US invasion. Trump has expressed interest in acquiring it but responses are diplomatic not military. The claim,based recent reports bbc nyt al jazeera guardian confirmation eu france denmark uk deploying troops greenland stop us invasion trump expressed interest acquiring responses diplomatic military claim,en,positive
As per reports Trump orders Greenland invasion plan If we don't do it the easy way we'll do it the hard way says US President Donald Trump @ShivanChanana brings you more details https://t.co/4VJJB3twUu,per reports trump orders greenland invasion plan easy way hard way says us president donald trump brings details,en,positive
@AdamKinzinger Hey checkers boy maybe Trump is saying this in order to get the EU to move military assets to Greenland as an added layer of defense for the US for FREE? Then again maybe we just take that shit. I d rather take it but I m good with both options.,hey checkers boy maybe trump saying order get eu move military assets greenland added layer defense us free maybe take shit rather take good options,en,positive
@GreenlandMFA did you have a Look at Greenland Walter Bank and the deep Connection to Trump and the Greenland Goverment? Sneaky move! Take a closer look! Big warning,look greenland walter bank deep connection trump greenland goverment sneaky move take closer look big warning,en,negative
@DI313_ we are way past that... trump will annex greenland and destroy nato in the process,way past trump annex greenland destroy nato process,en,negative
@toryboypierce @Keir_Starmer The leaders of Denmark and Greenland would be wise to avoid any involvement of Starmer. or with his negotiating skills they may end up paying 60B to Trump to take Greenland off their hands.,leaders denmark greenland would wise avoid involvement starmer negotiating skills may end paying b trump take greenland hands,en,positive
Only way @TheDemocrats can stop a military invasion in Greenland and Iran that they should announce it if they obey orders of the Trump without approval of the congress; they will be prosecuted when democrats president is in office. #USA,way stop military invasion greenland iran announce obey orders trump without approval congress prosecuted democrats president office,en,negative
PRESS: Is this a military strategy? TRUMP No.. It s a peace strategy. When countries are far apart they behave I m bringing world peace with a roller PRESS What about Greenland? TRUMP Still on the table. Beautiful table. Flat Earth gives us more table. Think about that C..,press military strategy trump peace strategy countries far apart behave bringing world peace roller press greenland trump still table beautiful table flat earth gives us table think c,en,positive
PRESS: Venezuela is done. You ve openly talked about Greenland and hinted at other South American countries. What s next Mr. President? TRUMP: Great question. Tremendous question. Frankly the best question. What s next is very simple: geometry. Contd.. https://t.co/MfiJGOceNo,press venezuela done openly talked greenland hinted south american countries next mr president trump great question tremendous question frankly best question next simple geometry contd,en,positive
@BarronTNews_ I'm disappointed that you would post something like this Baron based on an article in the Daily Mail which is the British equivalent of the National Inquirer. Maybe the Inquirer will come out with an article revealing the space aliens are advising President Trump on Greenland.,disappointed would post something like baron based article daily mail british equivalent national inquirer maybe inquirer come article revealing space aliens advising president trump greenland,en,negative
@RepBaumgartner Russia invades ukr 9n grounds of national security it's bad Trump threatens to invade Greenland because of our national security and you're silent. Whats the difference. Where's the stopping.,russia invades ukr n grounds national security bad trump threatens invade greenland national security silent whats difference stopping,en,negative
@minzi8mango @StarshipAlves @War_Radar2 False. Russian ice breakers and subs rule the Artic. Trump wants Europe to secure Greenland. This creates a shield for the Western Hemisphere and the Americas both Atlantic and Pacific. And he just got Europe to pay for it.,false russian ice breakers subs rule artic trump wants europe secure greenland creates shield western hemisphere americas atlantic pacific got europe pay,en,positive
@Megatron_ron Trump understands the steep costs of attacking Iran it could spiral into a wider war draining his military funds and global influence and sidelining pursuits of bigger targets like Cuba Greenland Mexico Venezuela Nigeria Denmark and beyond. His approach is deliberate:,trump understands steep costs attacking iran could spiral wider war draining military funds global influence sidelining pursuits bigger targets like cuba greenland mexico venezuela nigeria denmark beyond approach deliberate,en,negative
@GavinDa46098447 @BITCOINFUNDMGR @SamanthaPfaff @shanaka86 So it s all maybe this could happen but no real threat. Could there be that Trump wants Greenland for other reasons than he is publicly letting on?,maybe could happen real threat could trump wants greenland reasons publicly letting,en,negative
IF YOU INVADE GREENLAND IE START A WAR WITHOUT CONGRESSIONAL APPROVAL IT IS ILLEGAL. ALL MILITARY LEADERS WILL BE HELD ACCOUNTABLE AFTER TRUMP IS GONE. THEY WILL BE PROSECUTED AND SENT TO FT LEVENWORTH KS MILITARY PRISON.,invade greenland ie start war without congressional approval illegal military leaders held accountable trump gone prosecuted sent ft levenworth ks military prison,en,negative
@kharrisinsuranc @scooter858 @gator_gum What s most interesting is now that world leaders are starting to come out and say what Trump did in Venezuela was a good thing the left wing hate groups have now started to make Greenland their focus of misinformation.,interesting world leaders starting come say trump venezuela good thing left wing hate groups started make greenland focus misinformation,en,negative
@Endariel_EC @Currentreport1 The Telegraph reported on Jan 10 2026 based on sources that UK officials met with Germany and France to prepare for a possible NATO military deployment to Greenland involving troops ships and planes to counter Russian/Chinese threats and deter US annexation under Trump.,telegraph reported jan based sources uk officials met germany france prepare possible nato military deployment greenland involving troops ships planes counter russian chinese threats deter us annexation trump,en,negative
@FarmGirlCarrie Y all should be ashamed of electing a felon who now threatens Denmark of war over Greenland. You vote for that also. Trump does this and NATO is history. US has no allies. You vote for that too. Once a criminal always a criminal.,ashamed electing felon threatens denmark war greenland vote also trump nato history us allies vote criminal always criminal,en,negative
@Frances_Coppola He doesn't have the majority in Congress to withdraw my bet is on Putin who 'convinced' Trump of the Greenland plan in Alaska. https://t.co/9pCa20sc55,majority congress withdraw bet putin convinced trump greenland plan alaska,en,positive
@Dede_Watson @BarakRavid @axios There s nothing to stop. Whatever Trump does it s for the better of Greenland and America.,nothing stop whatever trump better greenland america,en,positive
@Megatron_ron The idea of the U.S. invading Greenland shows how Washington still thinks in old imperial playbooks. Greenland isn t a piece of real estate instead it s a nation with its own identity government and people who have zero interest in becoming someone s trophy. Trump s fantasy,idea u invading greenland shows washington still thinks old imperial playbooks greenland piece real estate instead nation identity government people zero interest becoming someone trophy trump fantasy,en,positive
@YourAnonCentral Im Canadian im in favour of Trump taking greenland .just saying,im canadian im favour trump taking greenland saying,en,positive
@renee1928maga @mmpadellan You Trumpists really are tyranical brutal imperialists aren't you. Greenland are saying no Trump ain't having them,trumpists really tyranical brutal imperialists greenland saying trump,en,negative
@eeldenden @DorvalTony I Am An American Citizen And I Did NOT Vote For Trump! I Support Our Longtime Allies Denmark and Greenland! If You Also Support Our Longtime Allies Denmark And Greenland Please Repost Showing Your Support!,american citizen vote trump support longtime allies denmark greenland also support longtime allies denmark greenland please repost showing support,en,positive
@AVGirl4Life We have some nutty Republicans saying they'll do all they can to stop President Trump from using the military to take over Greenland. President Trump hasn't brought up a strategy similar to what happened on Venezuela. This kind of rhetoric undermines America's success for all,nutty republicans saying stop president trump using military take greenland president trump brought strategy similar happened venezuela kind rhetoric undermines america success,en,positive
@Get_em_Pa @MarioBojic So Europe didn t take the security of Greenland serious until trump,europe take security greenland serious trump,en,positive
a simple fact Denmark is part of NATO &amp; Greenland is part of Denmark so together with NATO Greenland has all the protection it needs against the US Denmark must prepare &amp; be ready to protect Greenland ️at all costs against evil pedophile Nazi Trump https://t.co/feUGEycmPJ,simple fact denmark part nato amp greenland part denmark together nato greenland protection needs us denmark must prepare amp ready protect greenland costs evil pedophile nazi trump,en,negative
These billionaires bet big on Greenland After Trump took interest https://t.co/q8XVBAfG6V,billionaires bet big greenland trump took interest,en,positive
@buddhanature526 @ChaosAgent_42 @JHockenbrough Trump is doing just that you don't see it I didn't vote for Trump though he's doing some good stuff with Vzla Cuba maybe Greenland,trump see vote trump though good stuff vzla cuba maybe greenland,en,positive
I just woke up and now trump tryna take Greenland like bros on free for all mode rn ,woke trump tryna take greenland like bros free mode rn,en,positive
@GrangerMinni @Heccles94 I feel the same way Minni and there are things I will never agree with either side about like Trump invading Greenland or the left transitioning children.,feel way minni things never agree either side like trump invading greenland left transitioning children,en,positive
@YourAnonTV Trump knows the full price of striking Iran: it risks escalating into a broader conflict that ties up his forces budget and diplomatic leverage leaving little room to pursue other high-value prizes like Cuba Greenland Mexico Venezuela Nigeria Denmark and more. This is a,trump knows full price striking iran risks escalating broader conflict ties forces budget diplomatic leverage leaving little room pursue high value prizes like cuba greenland mexico venezuela nigeria denmark,en,positive
Why Trump Is Focused on Greenland and Why Israel Must Think the Same Way https://t.co/B9ErfHe7ll via @YouTube,trump focused greenland israel must think way via,en,positive
Hey batshit crazy libs and E.U. Trump is asking to make a deal with Greenland to provide better security for the U.S. and NATO nations in Europe which we happen to be a part of for now to prevent Russia and China from taking it. You hate Russia right?,hey batshit crazy libs e u trump asking make deal greenland provide better security u nato nations europe happen part prevent russia china taking hate russia right,en,negative
@FirstSquawk Trump can t reject a NATO deployment to Greenland anymore than I can reject him travelling to New York.,trump reject nato deployment greenland anymore reject travelling new york,en,negative
If Europe puts boots on ground in Greenland Trump's USA will have to decide if it is worth killing NATO soldiers. USA already has a military base. Greenland and Denmark have said other bases can be built. Greenland open for business. A close ally and friend. Is Trump that DUMB?,europe puts boots ground greenland trump usa decide worth killing nato soldiers usa already military base greenland denmark said bases built greenland open business close ally friend trump dumb,en,negative
@GOP OMG in what possible universe is your mind wandering? Trump has invaded Venezuela for its oil aligns with Russia &amp; North Korea against all our allies and continues his threats to invade Greenland 🇬🇱. There is no peace no matter how much he blusters that word.,omg possible universe mind wandering trump invaded venezuela oil aligns russia amp north korea allies continues threats invade greenland peace matter much blusters word,en,positive
@cnnbrk Here we go again. We just bombed Syria now considering Iran after we attacked Venezuela and are considering occupying Greenland. I guess trump realized that he would never win the Peace Prize &amp; now figures F-them-all,go bombed syria considering iran attacked venezuela considering occupying greenland guess trump realized would never win peace prize amp figures f,en,negative
President Trump's statements that he is taking over Greenland regardless of what Denmark wants is a perfect example of how the Rules based order doesn't apply to the US.,president trump statements taking greenland regardless denmark wants perfect example rules based order apply us,en,positive
U.S. President Donald Trump reportedly requested senior special forces commanders to prepare contingency plans for a potential invasion of Greenland. The proposal has sparked significant backlash within the military community with high-ranking officials raising serious concerns https://t.co/j1uVeIA8Gu,u president donald trump reportedly requested senior special forces commanders prepare contingency plans potential invasion greenland proposal sparked significant backlash within military community high ranking officials raising serious concerns,en,positive
@mgraham1967 @shanaka86 The Prime Minister of Greenland has already rejected the American proposal several times in the past and again today. Trump and Vance need to take this into account and not talk about it anymore.,prime minister greenland already rejected american proposal several times past today trump vance need take account talk anymore,en,negative
@OAlexanderDK Because it's only about getting the raw materials for free (at cost of US defense) so trump and his family and friends can profit from it. That's it Or maybe he'll 'resolve the war between USA and Denmark/Greenland' in exchange for a nobel prize... #stopthismadness,getting raw materials free cost us defense trump family friends profit maybe resolve war usa denmark greenland exchange nobel prize,en,positive
@Acyn Holy Hanna about time the Republican Congress has been asleep at the wheel nodding yes to everything Trump does. The Dems are a minority in both houses and have zero to nil power to challenge Trump. Nice that they are slowing Trump down before he gets to Greenland and Canada,holy hanna time republican congress asleep wheel nodding yes everything trump dems minority houses zero nil power challenge trump nice slowing trump gets greenland canada,en,positive
@GuntherEagleman Taking Maduro was a Genius move from Trump it's like playing dominos. They'll all fall one after the other and at the end win a huge advantage against china and Russia. All he has to do now is make the Iranian regime collapse and buy Greenland.,taking maduro genius move trump like playing dominos fall one end win huge advantage china russia make iranian regime collapse buy greenland,en,positive
@YvetteCooperMP Isn't it tricky getting through life with two faces? ps. You'll be busy over the coming months backing all Trump's coups regime changes asset-grabs etc. You'll be coughing up something about peaceful transitions. And your supposed support for Greenland will come to zero.,tricky getting life two faces ps busy coming months backing trump coups regime changes asset grabs etc coughing something peaceful transitions supposed support greenland come zero,en,positive
@BROKENBRITAIN0 Trump won t stop at Greenland and Venezuela. Canada and Mexico are next.,trump stop greenland venezuela canada mexico next,en,negative
@BasilTheGreat Record with Trump Legacy insults Try to derail his election Chagos giveaway Chinese Embassy Recog Palestine Lied to his face about free speech Ban X Troops to Greenland Trump must loathe Starmer and will rip him a new one when it suits him.,record trump legacy insults try derail election chagos giveaway chinese embassy recog palestine lied face free speech ban x troops greenland trump must loathe starmer rip new one suits,en,negative
It isn t a stretch to say that we are all Greenland. 🇬🇱 When groups peacefully and lawfully say no to a controversial Trump Administration demand or action somewhere in the bluish parts of this country the Administration s instinctive response is to hint at the use of force,stretch say greenland groups peacefully lawfully say controversial trump administration demand action somewhere bluish parts country administration instinctive response hint use force,en,positive
‼️🇺🇸🇪🇺 EU plans sanctions on U.S. tech firms &amp; banks if Trump blocks NATO Greenland deployment. https://t.co/xH3PM16nEF,eu plans sanctions u tech firms amp banks trump blocks nato greenland deployment,en,negative
How to divert Attention from Episton Files Trump knows Venezuela President Kidnapping Greenland Takeover Killing Mother of Three without any Reason,divert attention episton files trump knows venezuela president kidnapping greenland takeover killing mother three without reason,en,negative
@toryboypierce @Keir_Starmer I don't think trump is going attack Greenland but try a surprise attack on Russia. There are too much American firms employing British people in the UK. The banks in the UK use American companies.,think trump going attack greenland try surprise attack russia much american firms employing british people uk banks uk use american companies,en,negative
